原字,类型,前加字,上加字,基字,下加字,再下加字,元音,后加字,再后加字
རྐྱོགས,藏文字符,,ར,ྐ,ྱ,,ོ,ག,ས
རྐྱོངས,藏文字符,,ར,ྐ,ྱ,,ོ,ང,ས
རྐྱོབས,藏文字符,,ར,ྐ,ྱ,,ོ,བ,ས
རྐྱོམས,藏文字符,,ར,ྐ,ྱ,,ོ,མ,ས
རྒྱགས,藏文字符,,ར,ྒ,ྱ,,,ག,ས
རྒྱངས,藏文字符,,ར,ྒ,ྱ,,,ང,ས
རྒྱབས,藏文字符,,ར,ྒ,ྱ,,,བ,ས
རྒྱམས,藏文字符,,ར,ྒ,ྱ,,,མ,ས
རྒྱིགས,藏文字符,,ར,ྒ,ྱ,,ི,ག,ས
རྒྱིངས,藏文字符,,ར,ྒ,ྱ,,ི,ང,ས
རྒྱིབས,藏文字符,,ར,ྒ,ྱ,,ི,བ,ས
རྒྱིམས,藏文字符,,ར,ྒ,ྱ,,ི,མ,ས
རྒྱུགས,藏文字符,,ར,ྒ,ྱ,,ུ,ག,ས
རྒྱུངས,藏文字符,,ར,ྒ,ྱ,,ུ,ང,ས
རྒྱུབས,藏文字符,,ར,ྒ,ྱ,,ུ,བ,ས
རྒྱུམས,藏文字符,,ར,ྒ,ྱ,,ུ,མ,ས
རྒྱེགས,藏文字符,,ར,ྒ,ྱ,,ེ,ག,ས
རྒྱེངས,藏文字符,,ར,ྒ,ྱ,,ེ,ང,ས
རྒྱེབས,藏文字符,,ར,ྒ,ྱ,,ེ,བ,ས
རྒྱེམས,藏文字符,,ར,ྒ,ྱ,,ེ,མ,ས
རྒྱོགས,藏文字符,,ར,ྒ,ྱ,,ོ,ག,ས
རྒྱོངས,藏文字符,,ར,ྒ,ྱ,,ོ,ང,ས
རྒྱོབས,藏文字符,,ར,ྒ,ྱ,,ོ,བ,ས
རྒྱོམས,藏文字符,,ར,ྒ,ྱ,,ོ,མ,ས
རྨྱགས,藏文字符,,ར,ྨ,ྱ,,,ག,ས
རྨྱངས,藏文字符,,ར,ྨ,ྱ,,,ང,ས
རྨྱབས,藏文字符,,ར,ྨ,ྱ,,,བ,ས
རྨྱམས,藏文字符,,ར,ྨ,ྱ,,,མ,ས
རྨྱིགས,藏文字符,,ར,ྨ,ྱ,,ི,ག,ས
རྨྱིངས,藏文字符,,ར,ྨ,ྱ,,ི,ང,ས
རྨྱིབས,藏文字符,,ར,ྨ,ྱ,,ི,བ,ས
རྨྱིམས,藏文字符,,ར,ྨ,ྱ,,ི,མ,ས
རྨྱུགས,藏文字符,,ར,ྨ,ྱ,,ུ,ག,ས
རྨྱུངས,藏文字符,,ར,ྨ,ྱ,,ུ,ང,ས
རྨྱུབས,藏文字符,,ར,ྨ,ྱ,,ུ,བ,ས
རྨྱུམས,藏文字符,,ར,ྨ,ྱ,,ུ,མ,ས
རྨྱེགས,藏文字符,,ར,ྨ,ྱ,,ེ,ག,ས
རྨྱེངས,藏文字符,,ར,ྨ,ྱ,,ེ,ང,ས
རྨྱེབས,藏文字符,,ར,ྨ,ྱ,,ེ,བ,ས
རྨྱེམས,藏文字符,,ར,ྨ,ྱ,,ེ,མ,ས
རྨྱོགས,藏文字符,,ར,ྨ,ྱ,,ོ,ག,ས
རྨྱོངས,藏文字符,,ར,ྨ,ྱ,,ོ,ང,ས
རྨྱོབས,藏文字符,,ར,ྨ,ྱ,,ོ,བ,ས
རྨྱོམས,藏文字符,,ར,ྨ,ྱ,,ོ,མ,ས
སྐྱགས,藏文字符,,ས,ྐ,ྱ,,,ག,ས
སྐྱངས,藏文字符,,ས,ྐ,ྱ,,,ང,ས
སྐྱབས,藏文字符,,ས,ྐ,ྱ,,,བ,ས
སྐྱམས,藏文字符,,ས,ྐ,ྱ,,,མ,ས
སྐྱིགས,藏文字符,,ས,ྐ,ྱ,,ི,ག,ས
སྐྱིངས,藏文字符,,ས,ྐ,ྱ,,ི,ང,ས
སྐྱིབས,藏文字符,,ས,ྐ,ྱ,,ི,བ,ས
སྐྱིམས,藏文字符,,ས,ྐ,ྱ,,ི,མ,ས
སྐྱུགས,藏文字符,,ས,ྐ,ྱ,,ུ,ག,ས
སྐྱུངས,藏文字符,,ས,ྐ,ྱ,,ུ,ང,ས
སྐྱུབས,藏文字符,,ས,ྐ,ྱ,,ུ,བ,ས
སྐྱུམས,藏文字符,,ས,ྐ,ྱ,,ུ,མ,ས
སྐྱེགས,藏文字符,,ས,ྐ,ྱ,,ེ,ག,ས
སྐྱེངས,藏文字符,,ས,ྐ,ྱ,,ེ,ང,ས
སྐྱེབས,藏文字符,,ས,ྐ,ྱ,,ེ,བ,ས
སྐྱེམས,藏文字符,,ས,ྐ,ྱ,,ེ,མ,ས
སྐྱོགས,藏文字符,,ས,ྐ,ྱ,,ོ,ག,ས
སྐྱོངས,藏文字符,,ས,ྐ,ྱ,,ོ,ང,ས
སྐྱོབས,藏文字符,,ས,ྐ,ྱ,,ོ,བ,ས
སྐྱོམས,藏文字符,,ས,ྐ,ྱ,,ོ,མ,ས
སྒྱགས,藏文字符,,ས,ྒ,ྱ,,,ག,ས
སྒྱངས,藏文字符,,ས,ྒ,ྱ,,,ང,ས
སྒྱབས,藏文字符,,ས,ྒ,ྱ,,,བ,ས
སྒྱམས,藏文字符,,ས,ྒ,ྱ,,,མ,ས
སྒྱིགས,藏文字符,,ས,ྒ,ྱ,,ི,ག,ས
སྒྱིངས,藏文字符,,ས,ྒ,ྱ,,ི,ང,ས
སྒྱིབས,藏文字符,,ས,ྒ,ྱ,,ི,བ,ས
སྒྱིམས,藏文字符,,ས,ྒ,ྱ,,ི,མ,ས
སྒྱུགས,藏文字符,,ས,ྒ,ྱ,,ུ,ག,ས
སྒྱུངས,藏文字符,,ས,ྒ,ྱ,,ུ,ང,ས
སྒྱུབས,藏文字符,,ས,ྒ,ྱ,,ུ,བ,ས
སྒྱུམས,藏文字符,,ས,ྒ,ྱ,,ུ,མ,ས
སྒྱེགས,藏文字符,,ས,ྒ,ྱ,,ེ,ག,ས
སྒྱེངས,藏文字符,,ས,ྒ,ྱ,,ེ,ང,ས
སྒྱེབས,藏文字符,,ས,ྒ,ྱ,,ེ,བ,ས
སྒྱེམས,藏文字符,,ས,ྒ,ྱ,,ེ,མ,ས
སྒྱོགས,藏文字符,,ས,ྒ,ྱ,,ོ,ག,ས
སྒྱོངས,藏文字符,,ས,ྒ,ྱ,,ོ,ང,ས
སྒྱོབས,藏文字符,,ས,ྒ,ྱ,,ོ,བ,ས
སྒྱོམས,藏文字符,,ས,ྒ,ྱ,,ོ,མ,ས
སྤྱགས,藏文字符,,ས,ྤ,ྱ,,,ག,ས
སྤྱངས,藏文字符,,ས,ྤ,ྱ,,,ང,ས
སྤྱབས,藏文字符,,ས,ྤ,ྱ,,,བ,ས
སྤྱམས,藏文字符,,ས,ྤ,ྱ,,,མ,ས
སྤྱིགས,藏文字符,,ས,ྤ,ྱ,,ི,ག,ས
སྤྱིངས,藏文字符,,ས,ྤ,ྱ,,ི,ང,ས
སྤྱིབས,藏文字符,,ས,ྤ,ྱ,,ི,བ,ས
སྤྱིམས,藏文字符,,ས,ྤ,ྱ,,ི,མ,ས
སྤྱུགས,藏文字符,,ས,ྤ,ྱ,,ུ,ག,ས
སྤྱུངས,藏文字符,,ས,ྤ,ྱ,,ུ,ང,ས
སྤྱུབས,藏文字符,,ས,ྤ,ྱ,,ུ,བ,ས
སྤྱུམས,藏文字符,,ས,ྤ,ྱ,,ུ,མ,ས
སྤྱེགས,藏文字符,,ས,ྤ,ྱ,,ེ,ག,ས
སྤྱེངས,藏文字符,,ས,ྤ,ྱ,,ེ,ང,ས
སྤྱེབས,藏文字符,,ས,ྤ,ྱ,,ེ,བ,ས
སྤྱེམས,藏文字符,,ས,ྤ,ྱ,,ེ,མ,ས
སྤྱོགས,藏文字符,,ས,ྤ,ྱ,,ོ,ག,ས
སྤྱོངས,藏文字符,,ས,ྤ,ྱ,,ོ,ང,ས
སྤྱོབས,藏文字符,,ས,ྤ,ྱ,,ོ,བ,ས
སྤྱོམས,藏文字符,,ས,ྤ,ྱ,,ོ,མ,ས
སྦྱགས,藏文字符,,ས,ྦ,ྱ,,,ག,ས
སྦྱངས,藏文字符,,ས,ྦ,ྱ,,,ང,ས
སྦྱབས,藏文字符,,ས,ྦ,ྱ,,,བ,ས
སྦྱམས,藏文字符,,ས,ྦ,ྱ,,,མ,ས
སྦྱིགས,藏文字符,,ས,ྦ,ྱ,,ི,ག,ས
སྦྱིངས,藏文字符,,ས,ྦ,ྱ,,ི,ང,ས
སྦྱིབས,藏文字符,,ས,ྦ,ྱ,,ི,བ,ས
སྦྱིམས,藏文字符,,ས,ྦ,ྱ,,ི,མ,ས
སྦྱུགས,藏文字符,,ས,ྦ,ྱ,,ུ,ག,ས
སྦྱུངས,藏文字符,,ས,ྦ,ྱ,,ུ,ང,ས
སྦྱུབས,藏文字符,,ས,ྦ,ྱ,,ུ,བ,ས
སྦྱུམས,藏文字符,,ས,ྦ,ྱ,,ུ,མ,ས
སྦྱེགས,藏文字符,,ས,ྦ,ྱ,,ེ,ག,ས
སྦྱེངས,藏文字符,,ས,ྦ,ྱ,,ེ,ང,ས
སྦྱེབས,藏文字符,,ས,ྦ,ྱ,,ེ,བ,ས
སྦྱེམས,藏文字符,,ས,ྦ,ྱ,,ེ,མ,ས
སྦྱོགས,藏文字符,,ས,ྦ,ྱ,,ོ,ག,ས
སྦྱོངས,藏文字符,,ས,ྦ,ྱ,,ོ,ང,ས
སྦྱོབས,藏文字符,,ས,ྦ,ྱ,,ོ,བ,ས
སྦྱོམས,藏文字符,,ས,ྦ,ྱ,,ོ,མ,ས
སྨྱགས,藏文字符,,ས,ྨ,ྱ,,,ག,ས
སྨྱངས,藏文字符,,ས,ྨ,ྱ,,,ང,ས
སྨྱབས,藏文字符,,ས,ྨ,ྱ,,,བ,ས
སྨྱམས,藏文字符,,ས,ྨ,ྱ,,,མ,ས
སྨྱིགས,藏文字符,,ས,ྨ,ྱ,,ི,ག,ས
སྨྱིངས,藏文字符,,ས,ྨ,ྱ,,ི,ང,ས
སྨྱིབས,藏文字符,,ས,ྨ,ྱ,,ི,བ,ས
སྨྱིམས,藏文字符,,ས,ྨ,ྱ,,ི,མ,ས
སྨྱུགས,藏文字符,,ས,ྨ,ྱ,,ུ,ག,ས
སྨྱུངས,藏文字符,,ས,ྨ,ྱ,,ུ,ང,ས
སྨྱུབས,藏文字符,,ས,ྨ,ྱ,,ུ,བ,ས
སྨྱུམས,藏文字符,,ས,ྨ,ྱ,,ུ,མ,ས
སྨྱེགས,藏文字符,,ས,ྨ,ྱ,,ེ,ག,ས
སྨྱེངས,藏文字符,,ས,ྨ,ྱ,,ེ,ང,ས
སྨྱེབས,藏文字符,,ས,ྨ,ྱ,,ེ,བ,ས
སྨྱེམས,藏文字符,,ས,ྨ,ྱ,,ེ,མ,ས
སྨྱོགས,藏文字符,,ས,ྨ,ྱ,,ོ,ག,ས
སྨྱོངས,藏文字符,,ས,ྨ,ྱ,,ོ,ང,ས
སྨྱོབས,藏文字符,,ས,ྨ,ྱ,,ོ,བ,ས
སྨྱོམས,藏文字符,,ས,ྨ,ྱ,,ོ,མ,ས
སྐྲགས,藏文字符,,ས,ྐ,ྲ,,,ག,ས
སྐྲངས,藏文字符,,ས,ྐ,ྲ,,,ང,ས
སྐྲབས,藏文字符,,ས,ྐ,ྲ,,,བ,ས
སྐྲམས,藏文字符,,ས,ྐ,ྲ,,,མ,ས
སྐྲིགས,藏文字符,,ས,ྐ,ྲ,,ི,ག,ས
སྐྲིངས,藏文字符,,ས,ྐ,ྲ,,ི,ང,ས
སྐྲིབས,藏文字符,,ས,ྐ,ྲ,,ི,བ,ས
སྐྲིམས,藏文字符,,ས,ྐ,ྲ,,ི,མ,ས
སྐྲུགས,藏文字符,,ས,ྐ,ྲ,,ུ,ག,ས
སྐྲུངས,藏文字符,,ས,ྐ,ྲ,,ུ,ང,ས
སྐྲུབས,藏文字符,,ས,ྐ,ྲ,,ུ,བ,ས
སྐྲུམས,藏文字符,,ས,ྐ,ྲ,,ུ,མ,ས
སྐྲེགས,藏文字符,,ས,ྐ,ྲ,,ེ,ག,ས
སྐྲེངས,藏文字符,,ས,ྐ,ྲ,,ེ,ང,ས
སྐྲེབས,藏文字符,,ས,ྐ,ྲ,,ེ,བ,ས
སྐྲེམས,藏文字符,,ས,ྐ,ྲ,,ེ,མ,ས
སྐྲོགས,藏文字符,,ས,ྐ,ྲ,,ོ,ག,ས
སྐྲོངས,藏文字符,,ས,ྐ,ྲ,,ོ,ང,ས
སྐྲོབས,藏文字符,,ས,ྐ,ྲ,,ོ,བ,ས
སྐྲོམས,藏文字符,,ས,ྐ,ྲ,,ོ,མ,ས
སྒྲགས,藏文字符,,ས,ྒ,ྲ,,,ག,ས
སྒྲངས,藏文字符,,ས,ྒ,ྲ,,,ང,ས
སྒྲབས,藏文字符,,ས,ྒ,ྲ,,,བ,ས
སྒྲམས,藏文字符,,ས,ྒ,ྲ,,,མ,ས
སྒྲིགས,藏文字符,,ས,ྒ,ྲ,,ི,ག,ས
སྒྲིངས,藏文字符,,ས,ྒ,ྲ,,ི,ང,ས
སྒྲིབས,藏文字符,,ས,ྒ,ྲ,,ི,བ,ས
སྒྲིམས,藏文字符,,ས,ྒ,ྲ,,ི,མ,ས
སྒྲུགས,藏文字符,,ས,ྒ,ྲ,,ུ,ག,ས
སྒྲུངས,藏文字符,,ས,ྒ,ྲ,,ུ,ང,ས
སྒྲུབས,藏文字符,,ས,ྒ,ྲ,,ུ,བ,ས
སྒྲུམས,藏文字符,,ས,ྒ,ྲ,,ུ,མ,ས
སྒྲེགས,藏文字符,,ས,ྒ,ྲ,,ེ,ག,ས
སྒྲེངས,藏文字符,,ས,ྒ,ྲ,,ེ,ང,ས
སྒྲེབས,藏文字符,,ས,ྒ,ྲ,,ེ,བ,ས
སྒྲེམས,藏文字符,,ས,ྒ,ྲ,,ེ,མ,ས
སྒྲོགས,藏文字符,,ས,ྒ,ྲ,,ོ,ག,ས
སྒྲོངས,藏文字符,,ས,ྒ,ྲ,,ོ,ང,ས
སྒྲོབས,藏文字符,,ས,ྒ,ྲ,,ོ,བ,ས
སྒྲོམས,藏文字符,,ས,ྒ,ྲ,,ོ,མ,ས
སྤྲགས,藏文字符,,ས,ྤ,ྲ,,,ག,ས
སྤྲངས,藏文字符,,ས,ྤ,ྲ,,,ང,ས
སྤྲབས,藏文字符,,ས,ྤ,ྲ,,,བ,ས
སྤྲམས,藏文字符,,ས,ྤ,ྲ,,,མ,ས
སྤྲིགས,藏文字符,,ས,ྤ,ྲ,,ི,ག,ས
སྤྲིངས,藏文字符,,ས,ྤ,ྲ,,ི,ང,ས
སྤྲིབས,藏文字符,,ས,ྤ,ྲ,,ི,བ,ས
སྤྲིམས,藏文字符,,ས,ྤ,ྲ,,ི,མ,ས
སྤྲུགས,藏文字符,,ས,ྤ,ྲ,,ུ,ག,ས
སྤྲུངས,藏文字符,,ས,ྤ,ྲ,,ུ,ང,ས
སྤྲུབས,藏文字符,,ས,ྤ,ྲ,,ུ,བ,ས
སྤྲུམས,藏文字符,,ས,ྤ,ྲ,,ུ,མ,ས
སྤྲེགས,藏文字符,,ས,ྤ,ྲ,,ེ,ག,ས
སྤྲེངས,藏文字符,,ས,ྤ,ྲ,,ེ,ང,ས
སྤྲེབས,藏文字符,,ས,ྤ,ྲ,,ེ,བ,ས
སྤྲེམས,藏文字符,,ས,ྤ,ྲ,,ེ,མ,ས
སྤྲོགས,藏文字符,,ས,ྤ,ྲ,,ོ,ག,ས
སྤྲོངས,藏文字符,,ས,ྤ,ྲ,,ོ,ང,ས
སྤྲོབས,藏文字符,,ས,ྤ,ྲ,,ོ,བ,ས
སྤྲོམས,藏文字符,,ས,ྤ,ྲ,,ོ,མ,ས
སྦྲགས,藏文字符,,ས,ྦ,ྲ,,,ག,ས
སྦྲངས,藏文字符,,ས,ྦ,ྲ,,,ང,ས
སྦྲབས,藏文字符,,ས,ྦ,ྲ,,,བ,ས
སྦྲམས,藏文字符,,ས,ྦ,ྲ,,,མ,ས
སྦྲིགས,藏文字符,,ས,ྦ,ྲ,,ི,ག,ས
སྦྲིངས,藏文字符,,ས,ྦ,ྲ,,ི,ང,ས
སྦྲིབས,藏文字符,,ས,ྦ,ྲ,,ི,བ,ས
སྦྲིམས,藏文字符,,ས,ྦ,ྲ,,ི,མ,ས
སྦྲུགས,藏文字符,,ས,ྦ,ྲ,,ུ,ག,ས
སྦྲུངས,藏文字符,,ས,ྦ,ྲ,,ུ,ང,ས
སྦྲུབས,藏文字符,,ས,ྦ,ྲ,,ུ,བ,ས
སྦྲུམས,藏文字符,,ས,ྦ,ྲ,,ུ,མ,ས
སྦྲེགས,藏文字符,,ས,ྦ,ྲ,,ེ,ག,ས
སྦྲེངས,藏文字符,,ས,ྦ,ྲ,,ེ,ང,ས
སྦྲེབས,藏文字符,,ས,ྦ,ྲ,,ེ,བ,ས
སྦྲེམས,藏文字符,,ས,ྦ,ྲ,,ེ,མ,ས
སྦྲོགས,藏文字符,,ས,ྦ,ྲ,,ོ,ག,ས
སྦྲོངས,藏文字符,,ས,ྦ,ྲ,,ོ,ང,ས
སྦྲོབས,藏文字符,,ས,ྦ,ྲ,,ོ,བ,ས
སྦྲོམས,藏文字符,,ས,ྦ,ྲ,,ོ,མ,ས
སྨྲགས,藏文字符,,ས,ྨ,ྲ,,,ག,ས
སྨྲངས,藏文字符,,ས,ྨ,ྲ,,,ང,ས
སྨྲབས,藏文字符,,ས,ྨ,ྲ,,,བ,ས
སྨྲམས,藏文字符,,ས,ྨ,ྲ,,,མ,ས
སྨྲིགས,藏文字符,,ས,ྨ,ྲ,,ི,ག,ས
སྨྲིངས,藏文字符,,ས,ྨ,ྲ,,ི,ང,ས
སྨྲིབས,藏文字符,,ས,ྨ,ྲ,,ི,བ,ས
སྨྲིམས,藏文字符,,ས,ྨ,ྲ,,ི,མ,ས
སྨྲུགས,藏文字符,,ས,ྨ,ྲ,,ུ,ག,ས
སྨྲུངས,藏文字符,,ས,ྨ,ྲ,,ུ,ང,ས
སྨྲུབས,藏文字符,,ས,ྨ,ྲ,,ུ,བ,ས
སྨྲུམས,藏文字符,,ས,ྨ,ྲ,,ུ,མ,ས
སྨྲེགས,藏文字符,,ས,ྨ,ྲ,,ེ,ག,ས
སྨྲེངས,藏文字符,,ས,ྨ,ྲ,,ེ,ང,ས
སྨྲེབས,藏文字符,,ས,ྨ,ྲ,,ེ,བ,ས
སྨྲེམས,藏文字符,,ས,ྨ,ྲ,,ེ,མ,ས
སྨྲོགས,藏文字符,,ས,ྨ,ྲ,,ོ,ག,ས
སྨྲོངས,藏文字符,,ས,ྨ,ྲ,,ོ,ང,ས
སྨྲོབས,藏文字符,,ས,ྨ,ྲ,,ོ,བ,ས
སྨྲོམས,藏文字符,,ས,ྨ,ྲ,,ོ,མ,ས
སྣྲགས,藏文字符,,ས,ྣ,ྲ,,,ག,ས
སྣྲངས,藏文字符,,ས,ྣ,ྲ,,,ང,ས
སྣྲབས,藏文字符,,ས,ྣ,ྲ,,,བ,ས
སྣྲམས,藏文字符,,ས,ྣ,ྲ,,,མ,ས
སྣྲིགས,藏文字符,,ས,ྣ,ྲ,,ི,ག,ས
སྣྲིངས,藏文字符,,ས,ྣ,ྲ,,ི,ང,ས
སྣྲིབས,藏文字符,,ས,ྣ,ྲ,,ི,བ,ས
སྣྲིམས,藏文字符,,ས,ྣ,ྲ,,ི,མ,ས
སྣྲུགས,藏文字符,,ས,ྣ,ྲ,,ུ,ག,ས
སྣྲུངས,藏文字符,,ས,ྣ,ྲ,,ུ,ང,ས
སྣྲུབས,藏文字符,,ས,ྣ,ྲ,,ུ,བ,ས
སྣྲུམས,藏文字符,,ས,ྣ,ྲ,,ུ,མ,ས
སྣྲེགས,藏文字符,,ས,ྣ,ྲ,,ེ,ག,ས
སྣྲེངས,藏文字符,,ས,ྣ,ྲ,,ེ,ང,ས
སྣྲེབས,藏文字符,,ས,ྣ,ྲ,,ེ,བ,ས
སྣྲེམས,藏文字符,,ས,ྣ,ྲ,,ེ,མ,ས
སྣྲོགས,藏文字符,,ས,ྣ,ྲ,,ོ,ག,ས
སྣྲོངས,藏文字符,,ས,ྣ,ྲ,,ོ,ང,ས
སྣྲོབས,藏文字符,,ས,ྣ,ྲ,,ོ,བ,ས
སྣྲོམས,藏文字符,,ས,ྣ,ྲ,,ོ,མ,ས
གཅགས,藏文字符,ག,,ཅ,,,,ག,ས
གཅངས,藏文字符,ག,,ཅ,,,,ང,ས
གཅབས,藏文字符,ག,,ཅ,,,,བ,ས
གཅམས,藏文字符,ག,,ཅ,,,,མ,ས
གཅིགས,藏文字符,ག,,ཅ,,,ི,ག,ས
གཅིངས,藏文字符,ག,,ཅ,,,ི,ང,ས
གཅིབས,藏文字符,ག,,ཅ,,,ི,བ,ས
གཅིམས,藏文字符,ག,,ཅ,,,ི,མ,ས
གཅུགས,藏文字符,ག,,ཅ,,,ུ,ག,ས
གཅུངས,藏文字符,ག,,ཅ,,,ུ,ང,ས
གཅུབས,藏文字符,ག,,ཅ,,,ུ,བ,ས
གཅུམས,藏文字符,ག,,ཅ,,,ུ,མ,ས
གཅེགས,藏文字符,ག,,ཅ,,,ེ,ག,ས
གཅེངས,藏文字符,ག,,ཅ,,,ེ,ང,ས
གཅེབས,藏文字符,ག,,ཅ,,,ེ,བ,ས
གཅེམས,藏文字符,ག,,ཅ,,,ེ,མ,ས
གཅོགས,藏文字符,ག,,ཅ,,,ོ,ག,ས
གཅོངས,藏文字符,ག,,ཅ,,,ོ,ང,ས
གཅོབས,藏文字符,ག,,ཅ,,,ོ,བ,ས
གཅོམས,藏文字符,ག,,ཅ,,,ོ,མ,ས
གཙགས,藏文字符,ག,,ཙ,,,,ག,ས
གཙངས,藏文字符,ག,,ཙ,,,,ང,ས
གཙབས,藏文字符,ག,,ཙ,,,,བ,ས
གཙམས,藏文字符,ག,,ཙ,,,,མ,ས
གཙིགས,藏文字符,ག,,ཙ,,,ི,ག,ས
གཙིངས,藏文字符,ག,,ཙ,,,ི,ང,ས
གཙིབས,藏文字符,ག,,ཙ,,,ི,བ,ས
གཙིམས,藏文字符,ག,,ཙ,,,ི,མ,ས
གཙུགས,藏文字符,ག,,ཙ,,,ུ,ག,ས
གཙུངས,藏文字符,ག,,ཙ,,,ུ,ང,ས
གཙུབས,藏文字符,ག,,ཙ,,,ུ,བ,ས
གཙུམས,藏文字符,ག,,ཙ,,,ུ,མ,ས
གཙེགས,藏文字符,ག,,ཙ,,,ེ,ག,ས
གཙེངས,藏文字符,ག,,ཙ,,,ེ,ང,ས
གཙེབས,藏文字符,ག,,ཙ,,,ེ,བ,ས
གཙེམས,藏文字符,ག,,ཙ,,,ེ,མ,ས
གཙོགས,藏文字符,ག,,ཙ,,,ོ,ག,ས
གཙོངས,藏文字符,ག,,ཙ,,,ོ,ང,ས
གཙོབས,藏文字符,ག,,ཙ,,,ོ,བ,ས
གཙོམས,藏文字符,ག,,ཙ,,,ོ,མ,ས
གཉགས,藏文字符,ག,,ཉ,,,,ག,ས
གཉངས,藏文字符,ག,,ཉ,,,,ང,ས
གཉབས,藏文字符,ག,,ཉ,,,,བ,ས
གཉམས,藏文字符,ག,,ཉ,,,,མ,ས
གཉིགས,藏文字符,ག,,ཉ,,,ི,ག,ས
གཉིངས,藏文字符,ག,,ཉ,,,ི,ང,ས
གཉིབས,藏文字符,ག,,ཉ,,,ི,བ,ས
གཉིམས,藏文字符,ག,,ཉ,,,ི,མ,ས
གཉུགས,藏文字符,ག,,ཉ,,,ུ,ག,ས
གཉུངས,藏文字符,ག,,ཉ,,,ུ,ང,ས
གཉུབས,藏文字符,ག,,ཉ,,,ུ,བ,ས
གཉུམས,藏文字符,ག,,ཉ,,,ུ,མ,ས
གཉེགས,藏文字符,ག,,ཉ,,,ེ,ག,ས
གཉེངས,藏文字符,ག,,ཉ,,,ེ,ང,ས
གཉེབས,藏文字符,ག,,ཉ,,,ེ,བ,ས
གཉེམས,藏文字符,ག,,ཉ,,,ེ,མ,ས
གཉོགས,藏文字符,ག,,ཉ,,,ོ,ག,ས
གཉོངས,藏文字符,ག,,ཉ,,,ོ,ང,ས
གཉོབས,藏文字符,ག,,ཉ,,,ོ,བ,ས
གཉོམས,藏文字符,ག,,ཉ,,,ོ,མ,ས
གཏགས,藏文字符,ག,,ཏ,,,,ག,ས
གཏངས,藏文字符,ག,,ཏ,,,,ང,ས
གཏབས,藏文字符,ག,,ཏ,,,,བ,ས
གཏམས,藏文字符,ག,,ཏ,,,,མ,ས
གཏིགས,藏文字符,ག,,ཏ,,,ི,ག,ས
གཏིངས,藏文字符,ག,,ཏ,,,ི,ང,ས
གཏིབས,藏文字符,ག,,ཏ,,,ི,བ,ས
གཏིམས,藏文字符,ག,,ཏ,,,ི,མ,ས
གཏུགས,藏文字符,ག,,ཏ,,,ུ,ག,ས
གཏུངས,藏文字符,ག,,ཏ,,,ུ,ང,ས
གཏུབས,藏文字符,ག,,ཏ,,,ུ,བ,ས
གཏུམས,藏文字符,ག,,ཏ,,,ུ,མ,ས
གཏེགས,藏文字符,ག,,ཏ,,,ེ,ག,ས
གཏེངས,藏文字符,ག,,ཏ,,,ེ,ང,ས
གཏེབས,藏文字符,ག,,ཏ,,,ེ,བ,ས
གཏེམས,藏文字符,ག,,ཏ,,,ེ,མ,ས
གཏོགས,藏文字符,ག,,ཏ,,,ོ,ག,ས
གཏོངས,藏文字符,ག,,ཏ,,,ོ,ང,ས
གཏོབས,藏文字符,ག,,ཏ,,,ོ,བ,ས
གཏོམས,藏文字符,ག,,ཏ,,,ོ,མ,ས
གདགས,藏文字符,ག,,ད,,,,ག,ས
གདངས,藏文字符,ག,,ད,,,,ང,ས
གདབས,藏文字符,ག,,ད,,,,བ,ས
གདམས,藏文字符,ག,,ད,,,,མ,ས
གདིགས,藏文字符,ག,,ད,,,ི,ག,ས
གདིངས,藏文字符,ག,,ད,,,ི,ང,ས
གདིབས,藏文字符,ག,,ད,,,ི,བ,ས
གདིམས,藏文字符,ག,,ད,,,ི,མ,ས
གདུགས,藏文字符,ག,,ད,,,ུ,ག,ས
གདུངས,藏文字符,ག,,ད,,,ུ,ང,ས
གདུབས,藏文字符,ག,,ད,,,ུ,བ,ས
གདུམས,藏文字符,ག,,ད,,,ུ,མ,ས
གདེགས,藏文字符,ག,,ད,,,ེ,ག,ས
གདེངས,藏文字符,ག,,ད,,,ེ,ང,ས
གདེབས,藏文字符,ག,,ད,,,ེ,བ,ས
གདེམས,藏文字符,ག,,ད,,,ེ,མ,ས
གདོགས,藏文字符,ག,,ད,,,ོ,ག,ས
གདོངས,藏文字符,ག,,ད,,,ོ,ང,ས
གདོབས,藏文字符,ག,,ད,,,ོ,བ,ས
གདོམས,藏文字符,ག,,ད,,,ོ,མ,ས
གནགས,藏文字符,ག,,ན,,,,ག,ས
གནངས,藏文字符,ག,,ན,,,,ང,ས
གནབས,藏文字符,ག,,ན,,,,བ,ས
གནམས,藏文字符,ག,,ན,,,,མ,ས
གནིགས,藏文字符,ག,,ན,,,ི,ག,ས
གནིངས,藏文字符,ག,,ན,,,ི,ང,ས
གནིབས,藏文字符,ག,,ན,,,ི,བ,ས
གནིམས,藏文字符,ག,,ན,,,ི,མ,ས
གནུགས,藏文字符,ག,,ན,,,ུ,ག,ས
གནུངས,藏文字符,ག,,ན,,,ུ,ང,ས
གནུབས,藏文字符,ག,,ན,,,ུ,བ,ས
གནུམས,藏文字符,ག,,ན,,,ུ,མ,ས
གནེགས,藏文字符,ག,,ན,,,ེ,ག,ས
གནེངས,藏文字符,ག,,ན,,,ེ,ང,ས
