原字,类型,前加字,上加字,基字,下加字,再下加字,元音,后加字,再后加字
མཁེངས,藏文字符,མ,,ཁ,,,ེ,ང,ས
མཁེབས,藏文字符,མ,,ཁ,,,ེ,བ,ས
མཁེམས,藏文字符,མ,,ཁ,,,ེ,མ,ས
མཁོགས,藏文字符,མ,,ཁ,,,ོ,ག,ས
མཁོངས,藏文字符,མ,,ཁ,,,ོ,ང,ས
མཁོབས,藏文字符,མ,,ཁ,,,ོ,བ,ས
མཁོམས,藏文字符,མ,,ཁ,,,ོ,མ,ས
མགགས,藏文字符,མ,,ག,,,,ག,ས
མགངས,藏文字符,མ,,ག,,,,ང,ས
མགབས,藏文字符,མ,,ག,,,,བ,ས
མགམས,藏文字符,མ,,ག,,,,མ,ས
མགིགས,藏文字符,མ,,ག,,,ི,ག,ས
མགིངས,藏文字符,མ,,ག,,,ི,ང,ས
མགིབས,藏文字符,མ,,ག,,,ི,བ,ས
མགིམས,藏文字符,མ,,ག,,,ི,མ,ས
མགུགས,藏文字符,མ,,ག,,,ུ,ག,ས
མགུངས,藏文字符,མ,,ག,,,ུ,ང,ས
མགུབས,藏文字符,མ,,ག,,,ུ,བ,ས
མགུམས,藏文字符,མ,,ག,,,ུ,མ,ས
མགེགས,藏文字符,མ,,ག,,,ེ,ག,ས
མགེངས,藏文字符,མ,,ག,,,ེ,ང,ས
མགེབས,藏文字符,མ,,ག,,,ེ,བ,ས
མགེམས,藏文字符,མ,,ག,,,ེ,མ,ས
མགོགས,藏文字符,མ,,ག,,,ོ,ག,ས
མགོངས,藏文字符,མ,,ག,,,ོ,ང,ས
མགོབས,藏文字符,མ,,ག,,,ོ,བ,ས
མགོམས,藏文字符,མ,,ག,,,ོ,མ,ས
མངགས,藏文字符,མ,,ང,,,,ག,ས
མངངས,藏文字符,མ,,ང,,,,ང,ས
མངབས,藏文字符,མ,,ང,,,,བ,ས
མངམས,藏文字符,མ,,ང,,,,མ,ས
མངིགས,藏文字符,མ,,ང,,,ི,ག,ས
མངིངས,藏文字符,མ,,ང,,,ི,ང,ས
མངིབས,藏文字符,མ,,ང,,,ི,བ,ས
མངིམས,藏文字符,མ,,ང,,,ི,མ,ས
མངུགས,藏文字符,མ,,ང,,,ུ,ག,ས
མངུངས,藏文字符,མ,,ང,,,ུ,ང,ས
མངུབས,藏文字符,མ,,ང,,,ུ,བ,ས
མངུམས,藏文字符,མ,,ང,,,ུ,མ,ས
མངེགས,藏文字符,མ,,ང,,,ེ,ག,ས
མངེངས,藏文字符,མ,,ང,,,ེ,ང,ས
མངེབས,藏文字符,མ,,ང,,,ེ,བ,ས
མངེམས,藏文字符,མ,,ང,,,ེ,མ,ས
མངོགས,藏文字符,མ,,ང,,,ོ,ག,ས
མངོངས,藏文字符,མ,,ང,,,ོ,ང,ས
མངོབས,藏文字符,མ,,ང,,,ོ,བ,ས
མངོམས,藏文字符,མ,,ང,,,ོ,མ,ས
མཆགས,藏文字符,མ,,ཆ,,,,ག,ས
མཆངས,藏文字符,མ,,ཆ,,,,ང,ས
མཆབས,藏文字符,མ,,ཆ,,,,བ,ས
མཆམས,藏文字符,མ,,ཆ,,,,མ,ས
མཆིགས,藏文字符,མ,,ཆ,,,ི,ག,ས
མཆིངས,藏文字符,མ,,ཆ,,,ི,ང,ས
མཆིབས,藏文字符,མ,,ཆ,,,ི,བ,ས
མཆིམས,藏文字符,མ,,ཆ,,,ི,མ,ས
མཆུགས,藏文字符,མ,,ཆ,,,ུ,ག,ས
མཆུངས,藏文字符,མ,,ཆ,,,ུ,ང,ས
མཆུབས,藏文字符,མ,,ཆ,,,ུ,བ,ས
མཆུམས,藏文字符,མ,,ཆ,,,ུ,མ,ས
མཆེགས,藏文字符,མ,,ཆ,,,ེ,ག,ས
མཆེངས,藏文字符,མ,,ཆ,,,ེ,ང,ས
མཆེབས,藏文字符,མ,,ཆ,,,ེ,བ,ས
མཆེམས,藏文字符,མ,,ཆ,,,ེ,མ,ས
མཆོགས,藏文字符,མ,,ཆ,,,ོ,ག,ས
མཆོངས,藏文字符,མ,,ཆ,,,ོ,ང,ས
མཆོབས,藏文字符,མ,,ཆ,,,ོ,བ,ས
མཆོམས,藏文字符,མ,,ཆ,,,ོ,མ,ས
མཇགས,藏文字符,མ,,ཇ,,,,ག,ས
མཇངས,藏文字符,མ,,ཇ,,,,ང,ས
མཇབས,藏文字符,མ,,ཇ,,,,བ,ས
མཇམས,藏文字符,མ,,ཇ,,,,མ,ས
མཇིགས,藏文字符,མ,,ཇ,,,ི,ག,ས
མཇིངས,藏文字符,མ,,ཇ,,,ི,ང,ས
མཇིབས,藏文字符,མ,,ཇ,,,ི,བ,ས
མཇིམས,藏文字符,མ,,ཇ,,,ི,མ,ས
མཇུགས,藏文字符,མ,,ཇ,,,ུ,ག,ས
མཇུངས,藏文字符,མ,,ཇ,,,ུ,ང,ས
མཇུབས,藏文字符,མ,,ཇ,,,ུ,བ,ས
མཇུམས,藏文字符,མ,,ཇ,,,ུ,མ,ས
མཇེགས,藏文字符,མ,,ཇ,,,ེ,ག,ས
མཇེངས,藏文字符,མ,,ཇ,,,ེ,ང,ས
མཇེབས,藏文字符,མ,,ཇ,,,ེ,བ,ས
མཇེམས,藏文字符,མ,,ཇ,,,ེ,མ,ས
མཇོགས,藏文字符,མ,,ཇ,,,ོ,ག,ས
མཇོངས,藏文字符,མ,,ཇ,,,ོ,ང,ས
མཇོབས,藏文字符,མ,,ཇ,,,ོ,བ,ས
མཇོམས,藏文字符,མ,,ཇ,,,ོ,མ,ས
མཉགས,藏文字符,མ,,ཉ,,,,ག,ས
མཉངས,藏文字符,མ,,ཉ,,,,ང,ས
མཉབས,藏文字符,མ,,ཉ,,,,བ,ས
མཉམས,藏文字符,མ,,ཉ,,,,མ,ས
མཉིགས,藏文字符,མ,,ཉ,,,ི,ག,ས
མཉིངས,藏文字符,མ,,ཉ,,,ི,ང,ས
མཉིབས,藏文字符,མ,,ཉ,,,ི,བ,ས
མཉིམས,藏文字符,མ,,ཉ,,,ི,མ,ས
མཉུགས,藏文字符,མ,,ཉ,,,ུ,ག,ས
མཉུངས,藏文字符,མ,,ཉ,,,ུ,ང,ས
མཉུབས,藏文字符,མ,,ཉ,,,ུ,བ,ས
མཉུམས,藏文字符,མ,,ཉ,,,ུ,མ,ས
མཉེགས,藏文字符,མ,,ཉ,,,ེ,ག,ས
མཉེངས,藏文字符,མ,,ཉ,,,ེ,ང,ས
མཉེབས,藏文字符,མ,,ཉ,,,ེ,བ,ས
མཉེམས,藏文字符,མ,,ཉ,,,ེ,མ,ས
མཉོགས,藏文字符,མ,,ཉ,,,ོ,ག,ས
མཉོངས,藏文字符,མ,,ཉ,,,ོ,ང,ས
མཉོབས,藏文字符,མ,,ཉ,,,ོ,བ,ས
མཉོམས,藏文字符,མ,,ཉ,,,ོ,མ,ས
མཐགས,藏文字符,མ,,ཐ,,,,ག,ས
མཐངས,藏文字符,མ,,ཐ,,,,ང,ས
མཐབས,藏文字符,མ,,ཐ,,,,བ,ས
མཐམས,藏文字符,མ,,ཐ,,,,མ,ས
མཐིགས,藏文字符,མ,,ཐ,,,ི,ག,ས
མཐིངས,藏文字符,མ,,ཐ,,,ི,ང,ས
མཐིབས,藏文字符,མ,,ཐ,,,ི,བ,ས
མཐིམས,藏文字符,མ,,ཐ,,,ི,མ,ས
མཐུགས,藏文字符,མ,,ཐ,,,ུ,ག,ས
མཐུངས,藏文字符,མ,,ཐ,,,ུ,ང,ས
མཐུབས,藏文字符,མ,,ཐ,,,ུ,བ,ས
མཐུམས,藏文字符,མ,,ཐ,,,ུ,མ,ས
མཐེགས,藏文字符,མ,,ཐ,,,ེ,ག,ས
མཐེངས,藏文字符,མ,,ཐ,,,ེ,ང,ས
མཐེབས,藏文字符,མ,,ཐ,,,ེ,བ,ས
མཐེམས,藏文字符,མ,,ཐ,,,ེ,མ,ས
མཐོགས,藏文字符,མ,,ཐ,,,ོ,ག,ས
མཐོངས,藏文字符,མ,,ཐ,,,ོ,ང,ས
མཐོབས,藏文字符,མ,,ཐ,,,ོ,བ,ས
མཐོམས,藏文字符,མ,,ཐ,,,ོ,མ,ས
མདགས,藏文字符,མ,,ད,,,,ག,ས
མདངས,藏文字符,མ,,ད,,,,ང,ས
མདབས,藏文字符,མ,,ད,,,,བ,ས
མདམས,藏文字符,མ,,ད,,,,མ,ས
མདིགས,藏文字符,མ,,ད,,,ི,ག,ས
མདིངས,藏文字符,མ,,ད,,,ི,ང,ས
མདིབས,藏文字符,མ,,ད,,,ི,བ,ས
མདིམས,藏文字符,མ,,ད,,,ི,མ,ས
མདུགས,藏文字符,མ,,ད,,,ུ,ག,ས
མདུངས,藏文字符,མ,,ད,,,ུ,ང,ས
མདུབས,藏文字符,མ,,ད,,,ུ,བ,ས
མདུམས,藏文字符,མ,,ད,,,ུ,མ,ས
མདེགས,藏文字符,མ,,ད,,,ེ,ག,ས
མདེངས,藏文字符,མ,,ད,,,ེ,ང,ས
མདེབས,藏文字符,མ,,ད,,,ེ,བ,ས
མདེམས,藏文字符,མ,,ད,,,ེ,མ,ས
མདོགས,藏文字符,མ,,ད,,,ོ,ག,ས
མདོངས,藏文字符,མ,,ད,,,ོ,ང,ས
མདོབས,藏文字符,མ,,ད,,,ོ,བ,ས
མདོམས,藏文字符,མ,,ད,,,ོ,མ,ས
མནགས,藏文字符,མ,,ན,,,,ག,ས
མནངས,藏文字符,མ,,ན,,,,ང,ས
མནབས,藏文字符,མ,,ན,,,,བ,ས
མནམས,藏文字符,མ,,ན,,,,མ,ས
མནིགས,藏文字符,མ,,ན,,,ི,ག,ས
མནིངས,藏文字符,མ,,ན,,,ི,ང,ས
མནིབས,藏文字符,མ,,ན,,,ི,བ,ས
